region_id,region_type,region
98329,zip,95634; CA; Sacramento--Roseville--Arden-Arcade; El Dorado County; Georgetown
98328,zip,95633; CA; Sacramento--Roseville--Arden-Arcade; El Dorado County; Garden Valley
98327,zip,95632; CA; Sacramento--Roseville--Arden-Arcade; Sacramento County; Galt
98326,zip,95631; CA; Sacramento--Roseville--Arden-Arcade; Placer County; Foresthill
98325,zip,95630
98324,zip,95629; CA; Amador County; Volcano
98323,zip,95628
98322,zip,95627; CA; Sacramento--Roseville--Arden-Arcade; Yolo County; Esparto
98321,zip,95626; CA; Sacramento--Roseville--Arden-Arcade; Sacramento County; Elverta
98320,zip,95625; CA; Vallejo-Fairfield; Solano County; Vacaville
98319,zip,95624
98318,zip,95623; CA; Sacramento--Roseville--Arden-Arcade; El Dorado County; El Dorado
98317,zip,95621
98316,zip,95620; CA; Vallejo-Fairfield; Solano County; Dixon
98315,zip,95619; CA; Sacramento--Roseville--Arden-Arcade; El Dorado County; Diamond Springs
98314,zip,95618; CA; Sacramento--Roseville--Arden-Arcade; Yolo County; Davis
98312,zip,95616; CA; Sacramento--Roseville--Arden-Arcade; Yolo County; Davis
98311,zip,95615; CA; Sacramento--Roseville--Arden-Arcade; Sacramento County; Courtland
98310,zip,95614; CA; Sacramento--Roseville--Arden-Arcade; El Dorado County; Cool
9831,city,Catawba; NC; Hickory-Lenoir-Morganton; Catawba County
98309,zip,95613; CA; Sacramento--Roseville--Arden-Arcade; El Dorado County; Garden Valley
98308,zip,95612; CA; Sacramento--Roseville--Arden-Arcade; Yolo County; Clarksburg
98306,zip,95610
98304,zip,95608
98303,zip,95607; CA; Sacramento--Roseville--Arden-Arcade; Yolo County; Capay
98302,zip,95606; CA; Sacramento--Roseville--Arden-Arcade; Yolo County; Brooks
98301,zip,95605
983,county,DeSoto County; MS; Memphis
98299,zip,95603; CA; Sacramento--Roseville--Arden-Arcade; Placer County; Auburn
98298,zip,95602; CA; Sacramento--Roseville--Arden-Arcade; Placer County; Auburn
98297,zip,95601; CA; Amador County; Amador City
98296,zip,95595; CA; Trinity County; Zenia
98295,zip,95589; CA; Eureka-Arcata-Fortuna; Humboldt County; Whitethorn
98293,zip,95585; CA; Ukiah; Mendocino County; Leggett
98292,zip,95573; CA; Eureka-Arcata-Fortuna; Humboldt County; Willow Creek
98291,zip,95571; CA; Eureka-Arcata-Fortuna; Humboldt County; Myers Flat
98290,zip,95570; CA; Eureka-Arcata-Fortuna; Humboldt County; Trinidad
9829,city,Carroll; IA; Carroll County
98289,zip,95569; CA; Eureka-Arcata-Fortuna; Humboldt County; Redcrest
98288,zip,95568; CA; Siskiyou County; Somes Bar
98287,zip,95567; CA; Crescent City; Del Norte County; Smith River
98286,zip,95565; CA; Eureka-Arcata-Fortuna; Humboldt County; Scotia
98285,zip,95564; CA; Eureka-Arcata-Fortuna; Humboldt County; Samoa
98284,zip,95563; CA; Trinity County; Salyer
98283,zip,95562; CA; Eureka-Arcata-Fortuna; Humboldt County; Rio Dell
98282,zip,95560; CA; Eureka-Arcata-Fortuna; Humboldt County; Redway
98281,zip,95559; CA; Eureka-Arcata-Fortuna; Humboldt County; Myers Flat
98280,zip,95558; CA; Eureka-Arcata-Fortuna; Humboldt County; Ferndale
98279,zip,95556; CA; Eureka-Arcata-Fortuna; Humboldt County; Orleans
98278,zip,95555; CA; Eureka-Arcata-Fortuna; Humboldt County; Orick
98277,zip,95554; CA; Eureka-Arcata-Fortuna; Humboldt County; Myers Flat
98276,zip,95553; CA; Eureka-Arcata-Fortuna; Humboldt County; Myers Flat
98275,zip,95552; CA; Trinity County; Mad River
98274,zip,95551; CA; Eureka-Arcata-Fortuna; Humboldt County; Loleta
98273,zip,95550; CA; Eureka-Arcata-Fortuna; Humboldt County; Korbel
98272,zip,95549; CA; Eureka-Arcata-Fortuna; Humboldt County; Kneeland
98271,zip,95548; CA; Crescent City; Del Norte County; Klamath
98270,zip,95547; CA; Eureka-Arcata-Fortuna; Humboldt County; Hydesville
9827,city,California; MD; California-Lexington Park; Saint Marys County
98268,zip,95545; CA; Eureka-Arcata-Fortuna; Humboldt County; Garberville
98267,zip,95543; CA; Crescent City; Del Norte County; Gasquet
98266,zip,95542; CA; Eureka-Arcata-Fortuna; Humboldt County; Garberville
98265,zip,95540; CA; Eureka-Arcata-Fortuna; Humboldt County; Fortuna
98263,zip,95537; CA; Eureka-Arcata-Fortuna; Humboldt County; Fields Landing
98262,zip,95536; CA; Eureka-Arcata-Fortuna; Humboldt County; Ferndale
9826,city,Cabot; AR; Little Rock-North Little Rock-Conway; Lonoke County
98259,zip,95531; CA; Crescent City; Del Norte County
98258,zip,95528; CA; Eureka-Arcata-Fortuna; Humboldt County; Carlotta
98257,zip,95527; CA; Trinity County; Burnt Ranch
98256,zip,95526; CA; Eureka-Arcata-Fortuna; Humboldt County; Bridgeville
98255,zip,95525; CA; Eureka-Arcata-Fortuna; Humboldt County; Blue Lake
98254,zip,95524; CA; Eureka-Arcata-Fortuna; Humboldt County; Bayside
98253,zip,95521; CA; Eureka-Arcata-Fortuna; Humboldt County; Arcata
98252,zip,95519; CA; Eureka-Arcata-Fortuna; Humboldt County; McKinleyville
98250,zip,95514; CA; Eureka-Arcata-Fortuna; Humboldt County; Blocksburg
98249,zip,95511; CA; Eureka-Arcata-Fortuna; Humboldt County; Alderpoint
98248,zip,95503; CA; Eureka-Arcata-Fortuna; Humboldt County; Eureka
98246,zip,95501; CA; Eureka-Arcata-Fortuna; Humboldt County; Eureka
98245,zip,95497; CA; Santa Rosa; Sonoma County; The Sea Ranch
98244,zip,95494; CA; Ukiah; Mendocino County; Yorkville
98243,zip,95493; CA; Clearlake; Lake County; Upper Lake
98242,zip,95492; CA; Santa Rosa; Sonoma County; Windsor
98241,zip,95490; CA; Ukiah; Mendocino County; Willits
98240,zip,95488; CA; Ukiah; Mendocino County; Westport
9824,city,Burkettsville; OH; Greenville; Darke County
98237,zip,95485; CA; Clearlake; Lake County; Upper Lake
98236,zip,95482; CA; Ukiah; Mendocino County
98235,zip,95481; CA; Ukiah; Mendocino County
98233,zip,95476; CA; Santa Rosa; Sonoma County; Sonoma
98231,zip,95472; CA; Santa Rosa; Sonoma County; Sebastopol
98230,zip,95471; CA; Santa Rosa; Sonoma County; Guerneville
98229,zip,95470; CA; Ukiah; Mendocino County; Redwood Valley
98228,zip,95469; CA; Ukiah; Mendocino County; Potter Valley
98227,zip,95468; CA; Ukiah; Mendocino County; Point Arena
98226,zip,95467; CA; Clearlake; Lake County; Hidden Valley Lake
98225,zip,95466; CA; Ukiah; Mendocino County; Philo
98224,zip,95465; CA; Santa Rosa; Sonoma County; Occidental
98223,zip,95464; CA; Clearlake; Lake County; Nice
98222,zip,95463; CA; Ukiah; Mendocino County; Philo
98221,zip,95462; CA; Santa Rosa; Sonoma County; Monte Rio
98220,zip,95461; CA; Clearlake; Lake County; Middletown
98219,zip,95460; CA; Ukiah; Mendocino County; Mendocino
98218,zip,95459; CA; Ukiah; Mendocino County; Manchester
98217,zip,95458; CA; Clearlake; Lake County; Lucerne
98216,zip,95457; CA; Clearlake; Lake County; Lower Lake
98215,zip,95456; CA; Ukiah; Mendocino County; Mendocino
98214,zip,95454; CA; Ukiah; Mendocino County; Laytonville
98213,zip,95453; CA; Clearlake; Lake County; Lakeport
98212,zip,95452; CA; Santa Rosa; Sonoma County; Kenwood
98211,zip,95451; CA; Clearlake; Lake County; Kelseyville
98210,zip,95450; CA; Santa Rosa; Sonoma County; Jenner
9821,city,Nanticoke; MD; Salisbury; Wicomico County
98209,zip,95449; CA; Ukiah; Mendocino County; Hopland
98208,zip,95448; CA; Santa Rosa; Sonoma County; Healdsburg
98207,zip,95446; CA; Santa Rosa; Sonoma County; Guerneville
98206,zip,95445; CA; Ukiah; Mendocino County; Gualala
98205,zip,95444; CA; Santa Rosa; Sonoma County; Graton
98204,zip,95443; CA; Clearlake; Lake County; Lucerne
98203,zip,95442; CA; Santa Rosa; Sonoma County; Glen Ellen
98202,zip,95441; CA; Santa Rosa; Sonoma County; Geyserville
98201,zip,95439; CA; Santa Rosa; Sonoma County; Fulton
98200,zip,95437; CA; Ukiah; Mendocino County; Fort Bragg
982,county,Dawson County; TX; Lamesa
98199,zip,95436; CA; Santa Rosa; Sonoma County; Forestville
98198,zip,95435; CA; Clearlake; Lake County; Lakeport
98197,zip,95433; CA; Santa Rosa; Sonoma County; Sonoma
98196,zip,95432; CA; Ukiah; Mendocino County; Elk
98194,zip,95430; CA; Santa Rosa; Sonoma County; Duncans Mills
98192,zip,95428; CA; Ukiah; Mendocino County; Covelo
98191,zip,95427; CA; Ukiah; Mendocino County; Comptche
98190,zip,95426; CA; Clearlake; Lake County; Middletown
98189,zip,95425; CA; Santa Rosa; Sonoma County; Cloverdale
98188,zip,95424; CA; Clearlake; Lake County
98187,zip,95423; CA; Clearlake; Lake County; Clearlake Oaks
98186,zip,95422; CA; Clearlake; Lake County
98185,zip,95421; CA; Santa Rosa; Sonoma County; Cazadero
98184,zip,95420; CA; Ukiah; Mendocino County; Caspar
98183,zip,95419; CA; Santa Rosa; Sonoma County; Occidental
98181,zip,95417; CA; Ukiah; Mendocino County; Branscomb
98180,zip,95416; CA; Santa Rosa; Sonoma County; Sonoma
9818,city,Mount Pleasant Mills; PA; Selinsgrove; Snyder County
98179,zip,95415; CA; Ukiah; Mendocino County; Boonville
98178,zip,95412; CA; Santa Rosa; Sonoma County; Annapolis
98177,zip,95410; CA; Ukiah; Mendocino County; Albion
98176,zip,95409; CA; Santa Rosa; Sonoma County
98174,zip,95407; CA; Santa Rosa; Sonoma County
98172,zip,95405; CA; Santa Rosa; Sonoma County
98171,zip,95404; CA; Santa Rosa; Sonoma County
98170,zip,95403; CA; Santa Rosa; Sonoma County
9817,city,Morris; OK; Tulsa; Okmulgee County
98168,zip,95401; CA; Santa Rosa; Sonoma County
98166,zip,95391
98165,zip,95389; CA; Mariposa County; El Portal
98164,zip,95388; CA; Merced; Merced County; Winton
98163,zip,95387; CA; Modesto; Stanislaus County; Patterson
98162,zip,95386; CA; Modesto; Stanislaus County; Waterford
98161,zip,95385; CA; Modesto; Stanislaus County; Vernalis
98160,zip,95383; CA; Sonora; Tuolumne County; Twain Harte
9816,city,Morgan; MN; Redwood County
98159,zip,95382; CA; Modesto; Stanislaus County; Turlock
98157,zip,95380; CA; Modesto; Stanislaus County; Turlock
98156,zip,95379; CA; Sonora; Tuolumne County; Tuolumne
98154,zip,95377
98153,zip,95376
98152,zip,95375; CA; Sonora; Tuolumne County; Strawberry
98151,zip,95374; CA; Merced; Merced County; Stevinson
98149,zip,95372; CA; Sonora; Tuolumne County; Soulsbyville
98148,zip,95370; CA; Sonora; Tuolumne County
98147,zip,95369; CA; Merced; Merced County; Snelling
98146,zip,95368; CA; Modesto; Stanislaus County; Salida
98145,zip,95367; CA; Modesto; Stanislaus County; Riverbank
98144,zip,95366; CA; Stockton-Lodi; San Joaquin County; Ripon
98143,zip,95365; CA; Merced; Merced County; Planada
98142,zip,95364; CA; Sonora; Tuolumne County; Pinecrest
98141,zip,95363; CA; Modesto; Stanislaus County; Patterson
98140,zip,95361; CA; Modesto; Stanislaus County; Oakdale
9814,city,Montrose; MN; Minneapolis-St. Paul-Bloomington; Wright County
98139,zip,95360; CA; Modesto; Stanislaus County; Newman
98138,zip,95358; CA; Modesto; Stanislaus County
98137,zip,95357; CA; Modesto; Stanislaus County
98136,zip,95356; CA; Modesto; Stanislaus County
98135,zip,95355; CA; Modesto; Stanislaus County
98134,zip,95354; CA; Modesto; Stanislaus County
98131,zip,95351; CA; Modesto; Stanislaus County
98130,zip,95350; CA; Modesto; Stanislaus County
9813,city,Deer River; MN; Grand Rapids; Itasca County
98129,zip,95348; CA; Merced; Merced County
98128,zip,95347; CA; Mariposa County; Coulterville
98127,zip,95346; CA; Sonora; Tuolumne County; Mi Wuk Village
98126,zip,95345; CA; Mariposa County; Midpines
98122,zip,95341; CA; Merced; Merced County
98121,zip,95340; CA; Merced; Merced County
98120,zip,95338; CA; Mariposa County; Mariposa
9812,city,Deer Creek; IL; Peoria; Tazewell County
98119,zip,95337
98118,zip,95336
98117,zip,95335; CA; Sonora; Tuolumne County; Long Barn
98116,zip,95334; CA; Merced; Merced County; Livingston
98115,zip,95333; CA; Merced; Merced County; Le Grand
98114,zip,95330; CA; Stockton-Lodi; San Joaquin County; Lathrop
98113,zip,95329; CA; Mariposa County; La Grange
98112,zip,95328; CA; Modesto; Stanislaus County; Keyes
98111,zip,95327; CA; Sonora; Tuolumne County; Jamestown
98110,zip,95326; CA; Modesto; Stanislaus County; Hughson
9811,city,De Kalb; TX; Texarkana; Bowie County
98109,zip,95325; CA; Mariposa County; Hornitos
98108,zip,95324; CA; Merced; Merced County; Hilmar
98107,zip,95323; CA; Modesto; Stanislaus County; Hickman
98106,zip,95322; CA; Merced; Merced County; Gustine
98105,zip,95321; CA; Sonora; Tuolumne County; Groveland
98104,zip,95320; CA; Stockton-Lodi; San Joaquin County; Escalon
98103,zip,95319; CA; Modesto; Stanislaus County
98102,zip,95318; CA; Mariposa County; El Portal
98101,zip,95317; CA; Merced; Merced County; El Nido
98100,zip,95316; CA; Modesto; Stanislaus County; Denair
9810,city,Cumberland; WI; Barron County
981,county,Dawson County; NE; Lexington
98099,zip,95315; CA; Merced; Merced County; Delhi
98097,zip,95313; CA; Modesto; Stanislaus County; Crows Landing
98096,zip,95312; CA; Merced; Merced County; Winton
98095,zip,95311; CA; Mariposa County; Coulterville
98094,zip,95310; CA; Sonora; Tuolumne County; Columbia
98093,zip,95309; CA; Sonora; Tuolumne County; Jamestown
98092,zip,95307; CA; Modesto; Stanislaus County; Ceres
98091,zip,95306; CA; Mariposa County; Catheys Valley
98090,zip,95305; CA; Sonora; Tuolumne County; Big Oak Flat
98089,zip,95304; CA; Stockton-Lodi; San Joaquin County; Tracy
98088,zip,95303; CA; Merced; Merced County; Ballico
98087,zip,95301; CA; Merced; Merced County; Atwater
98082,zip,95258; CA; Stockton-Lodi; San Joaquin County; Woodbridge
98081,zip,95257; CA; Calaveras County; Wilseyville
98080,zip,95255; CA; Calaveras County; West Point
9808,city,Coward; SC; Florence; Florence County
98079,zip,95254; CA; Calaveras County; Valley Springs
98078,zip,95253; CA; Stockton-Lodi; San Joaquin County; Lodi
98077,zip,95252; CA; Calaveras County; Valley Springs
98076,zip,95251; CA; Calaveras County; Vallecito
98074,zip,95249; CA; Calaveras County; San Andreas
98073,zip,95248; CA; Calaveras County; Mokelumne Hill
98072,zip,95247; CA; Calaveras County; Murphys
98071,zip,95246; CA; Calaveras County; Mountain Ranch
98070,zip,95245; CA; Calaveras County; Mokelumne Hill
98069,zip,95242; CA; Stockton-Lodi; San Joaquin County; Lodi
98067,zip,95240; CA; Stockton-Lodi; San Joaquin County; Lodi
98066,zip,95237; CA; Stockton-Lodi; San Joaquin County; Lockeford
98065,zip,95236; CA; Stockton-Lodi; San Joaquin County; Linden
98063,zip,95233; CA; Calaveras County; Murphys
98062,zip,95232; CA; Calaveras County; Glencoe
98061,zip,95231; CA; Stockton-Lodi; San Joaquin County; French Camp
98060,zip,95230; CA; Stockton-Lodi; San Joaquin County; Farmington
98059,zip,95229; CA; Calaveras County; Vallecito
98058,zip,95228; CA; Calaveras County; Copperopolis
98057,zip,95227; CA; Stockton-Lodi; San Joaquin County; Lockeford
98056,zip,95226; CA; Calaveras County; Valley Springs
98055,zip,95225; CA; Calaveras County; Valley Springs
98054,zip,95224; CA; Calaveras County; Murphys
98053,zip,95223; CA; Calaveras County; Arnold
98052,zip,95222; CA; Calaveras County; Murphys
98050,zip,95220; CA; Stockton-Lodi; San Joaquin County; Acampo
9805,city,White Water; CA; Riverside-San Bernardino-Ontario; Riverside County
98049,zip,95219
98048,zip,95215; CA; Stockton-Lodi; San Joaquin County; Garden Acres
98046,zip,95212; CA; Stockton-Lodi; San Joaquin County; Stockton
98044,zip,95210; CA; Stockton-Lodi; San Joaquin County; Stockton
98043,zip,95209
98041,zip,95207; CA; Stockton-Lodi; San Joaquin County; Stockton
98040,zip,95206; CA; Stockton-Lodi; San Joaquin County; Stockton
9804,city,Wheeler; OR; Tillamook County
98039,zip,95205; CA; Stockton-Lodi; San Joaquin County; Stockton
98038,zip,95204; CA; Stockton-Lodi; San Joaquin County; Stockton
98037,zip,95203; CA; Stockton-Lodi; San Joaquin County; Stockton
98036,zip,95202; CA; Stockton-Lodi; San Joaquin County; Stockton
98011,zip,95148; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
9801,city,West Grove; PA; Philadelphia-Camden-Wilmington; Chester County
98009,zip,95141; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
98008,zip,95140; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; East Foothills
98007,zip,95139; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
98006,zip,95138; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
98004,zip,95136; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
98003,zip,95135; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
98002,zip,95134
98001,zip,95133; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
98000,zip,95132; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
980,county,Dawson County; MT
98,county,Bell County; TX; Killeen-Temple
97999,zip,95131; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97998,zip,95130
97997,zip,95129
97996,zip,95128
97995,zip,95127
97994,zip,95126; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97993,zip,95125
97992,zip,95124
97991,zip,95123
97990,zip,95122; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97989,zip,95121; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97988,zip,95120
97987,zip,95119; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97986,zip,95118; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97985,zip,95117; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97984,zip,95116; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97981,zip,95113; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97980,zip,95112
97979,zip,95111
97978,zip,95110; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
97970,zip,95076; CA; Santa Cruz-Watsonville; Santa Cruz County; Watsonville
9797,city,Belfast; ME; Waldo County
97969,zip,95075; CA; San Jose-Sunnyvale-Santa Clara; San Benito County; Hollister
97968,zip,95073; CA; Santa Cruz-Watsonville; Santa Cruz County; Soquel
97966,zip,95070; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; Saratoga
97964,zip,95066; CA; Santa Cruz-Watsonville; Santa Cruz County; Scotts Valley
97963,zip,95065; CA; Santa Cruz-Watsonville; Santa Cruz County; Santa Cruz
97962,zip,95064; CA; Santa Cruz-Watsonville; Santa Cruz County; Santa Cruz
97960,zip,95062; CA; Santa Cruz-Watsonville; Santa Cruz County; Santa Cruz
97958,zip,95060; CA; Santa Cruz-Watsonville; Santa Cruz County; Santa Cruz
97955,zip,95054
97952,zip,95051
97951,zip,95050
97950,zip,95046; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Martin
97949,zip,95045; CA; San Jose-Sunnyvale-Santa Clara; San Benito County; San Juan Bautista
97947,zip,95043; CA; San Jose-Sunnyvale-Santa Clara; San Benito County; Paicines
97945,zip,95041; CA; Santa Cruz-Watsonville; Santa Cruz County; Felton
97944,zip,95039; CA; Salinas; Monterey County; Moss Landing
97942,zip,95037
97940,zip,95035
97939,zip,95033; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; Lexington Hills
97938,zip,95032; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; Los Gatos
97936,zip,95030
97933,zip,95023; CA; San Jose-Sunnyvale-Santa Clara; San Benito County; Hollister
97931,zip,95020
97930,zip,95019; CA; Santa Cruz-Watsonville; Santa Cruz County; Freedom
97929,zip,95018; CA; Santa Cruz-Watsonville; Santa Cruz County; Felton
97928,zip,95017; CA; Santa Cruz-Watsonville; Santa Cruz County; Davenport
97926,zip,95014
97924,zip,95012; CA; Salinas; Monterey County; Castroville
97922,zip,95010; CA; Santa Cruz-Watsonville; Santa Cruz County; Capitola
97920,zip,95008
9792,city,Middleton; WI; Madison; Dane County
97919,zip,95007; CA; Santa Cruz-Watsonville; Santa Cruz County; Boulder Creek
97918,zip,95006; CA; Santa Cruz-Watsonville; Santa Cruz County; Boulder Creek
97917,zip,95005; CA; Santa Cruz-Watsonville; Santa Cruz County; Ben Lomond
97916,zip,95004; CA; Salinas; Monterey County; Aromas
97915,zip,95003; CA; Santa Cruz-Watsonville; Santa Cruz County; Aptos
97914,zip,95002; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; San Jose
9791,city,Merrimac; MA; Boston-Cambridge-Newton; Essex County
97904,zip,94973; CA; San Francisco-Oakland-Hayward; Marin County; Woodacre
97903,zip,94972; CA; Santa Rosa; Sonoma County; Sebastopol
97902,zip,94971; CA; San Francisco-Oakland-Hayward; Marin County; Tomales
97901,zip,94970; CA; San Francisco-Oakland-Hayward; Marin County; Stinson Beach
979,county,Dawson County; GA; Atlanta-Sandy Springs-Roswell
97899,zip,94965
97898,zip,94964; CA; San Francisco-Oakland-Hayward; Marin County; San Quentin
97897,zip,94963; CA; San Francisco-Oakland-Hayward; Marin County; San Geronimo
97896,zip,94960; CA; San Francisco-Oakland-Hayward; Marin County; San Anselmo
97895,zip,94957; CA; San Francisco-Oakland-Hayward; Marin County; Ross
97894,zip,94956; CA; San Francisco-Oakland-Hayward; Marin County; Point Reyes Station
97892,zip,94954; CA; Santa Rosa; Sonoma County; Petaluma
97890,zip,94952; CA; Santa Rosa; Sonoma County; Petaluma
97889,zip,94951; CA; Santa Rosa; Sonoma County; Penngrove
97888,zip,94950; CA; San Francisco-Oakland-Hayward; Marin County; Point Reyes Station
97887,zip,94949; CA; San Francisco-Oakland-Hayward; Marin County; Novato
97885,zip,94947; CA; San Francisco-Oakland-Hayward; Marin County; Novato
97884,zip,94946; CA; San Francisco-Oakland-Hayward; Marin County; Nicasio
97883,zip,94945; CA; San Francisco-Oakland-Hayward; Marin County; Novato
97881,zip,94941
97880,zip,94940; CA; San Francisco-Oakland-Hayward; Marin County; Marshall
9788,city,Columbia; MS; Marion County
97879,zip,94939; CA; San Francisco-Oakland-Hayward; Marin County; Larkspur
97878,zip,94938; CA; San Francisco-Oakland-Hayward; Marin County; Lagunitas
97877,zip,94937; CA; San Francisco-Oakland-Hayward; Marin County; Inverness
97876,zip,94933; CA; San Francisco-Oakland-Hayward; Marin County; Lagunitas
97875,zip,94931; CA; Santa Rosa; Sonoma County; Cotati
97874,zip,94930; CA; San Francisco-Oakland-Hayward; Marin County; Fairfax
97873,zip,94929; CA; San Francisco-Oakland-Hayward; Marin County; Dillon Beach
97872,zip,94928; CA; Santa Rosa; Sonoma County; Rohnert Park
9787,city,Town Of Cochecton; NY; Sullivan County
97869,zip,94925; CA; San Francisco-Oakland-Hayward; Marin County; Corte Madera
97868,zip,94924; CA; San Francisco-Oakland-Hayward; Marin County; Bolinas
97867,zip,94923; CA; Santa Rosa; Sonoma County; Bodega Bay
97866,zip,94922; CA; Santa Rosa; Sonoma County; Occidental
97865,zip,94920
97860,zip,94904; CA; San Francisco-Oakland-Hayward; Marin County; Kentfield
97859,zip,94903; CA; San Francisco-Oakland-Hayward; Marin County; San Rafael
97858,zip,94901
97852,zip,94806; CA; San Francisco-Oakland-Hayward; Contra Costa County; San Pablo
97851,zip,94805; CA; San Francisco-Oakland-Hayward; Contra Costa County; Richmond
97850,zip,94804
9785,city,Valmeyer; IL; St. Louis; Monroe County
97849,zip,94803
97847,zip,94801; CA; San Francisco-Oakland-Hayward; Contra Costa County; Richmond
97844,zip,94710; CA; San Francisco-Oakland-Hayward; Alameda County; Berkeley
97843,zip,94709; CA; San Francisco-Oakland-Hayward; Alameda County; Berkeley
97842,zip,94708; CA; San Francisco-Oakland-Hayward; Alameda County; Berkeley
97841,zip,94707; CA; San Francisco-Oakland-Hayward; Alameda County; Berkeley
97840,zip,94706; CA; San Francisco-Oakland-Hayward; Alameda County; Albany
9784,city,Valier; MT; Pondera County
97839,zip,94705; CA; San Francisco-Oakland-Hayward; Alameda County; Berkeley
97838,zip,94704; CA; San Francisco-Oakland-Hayward; Alameda County; Berkeley
97837,zip,94703
97836,zip,94702; CA; San Francisco-Oakland-Hayward; Alameda County; Berkeley
97822,zip,94621; CA; San Francisco-Oakland-Hayward; Alameda County; Oakland
97820,zip,94619
97819,zip,94618; CA; San Francisco-Oakland-Hayward; Alameda County; Oakland
97814,zip,94612; CA; San Francisco-Oakland-Hayward; Alameda County; Oakland
97813,zip,94611
97812,zip,94610
97811,zip,94609
97810,zip,94608
97809,zip,94607
97808,zip,94606
97807,zip,94605
97805,zip,94603
97804,zip,94602
97803,zip,94601
97802,zip,94599; CA; Napa; Napa County; Yountville
97801,zip,94598
97800,zip,94597
9780,city,Barnard; VT; Claremont-Lebanon; Windsor County
978,county,Dallas County; TX; Dallas-Fort Worth-Arlington
97799,zip,94596
97798,zip,94595; CA; San Francisco-Oakland-Hayward; Contra Costa County; Walnut Creek
97797,zip,94592; CA; Vallejo-Fairfield; Solano County; Vallejo
97796,zip,94591; CA; Vallejo-Fairfield; Solano County; Vallejo
97795,zip,94590; CA; Vallejo-Fairfield; Solano County; Vallejo
97794,zip,94589; CA; Vallejo-Fairfield; Solano County; Vallejo
97793,zip,94588
97792,zip,94587
97791,zip,94586; CA; San Francisco-Oakland-Hayward; Alameda County; Sunol
97790,zip,94585; CA; Vallejo-Fairfield; Solano County; Suisun City
97789,zip,94583
97788,zip,94582
97786,zip,94580; CA; San Francisco-Oakland-Hayward; Alameda County; San Lorenzo
97785,zip,94579; CA; San Francisco-Oakland-Hayward; Alameda County; San Leandro
97784,zip,94578; CA; San Francisco-Oakland-Hayward; Alameda County; San Leandro
97783,zip,94577; CA; San Francisco-Oakland-Hayward; Alameda County; San Leandro
97782,zip,94576; CA; Napa; Napa County; Deer Park
97780,zip,94574; CA; Napa; Napa County; Saint Helena
9778,city,Austwell; TX; Refugio County
97778,zip,94572; CA; San Francisco-Oakland-Hayward; Contra Costa County; Rodeo
97777,zip,94571; CA; Vallejo-Fairfield; Solano County; Rio Vista
97775,zip,94569; CA; San Francisco-Oakland-Hayward; Contra Costa County; Port Costa
97774,zip,94568
97773,zip,94567; CA; Napa; Napa County; Pope Valley
97772,zip,94566
97771,zip,94565
97770,zip,94564; CA; San Francisco-Oakland-Hayward; Contra Costa County; Pinole
9777,city,Augusta; WV; Winchester; Hampshire County
97769,zip,94563; CA; San Francisco-Oakland-Hayward; Contra Costa County; Orinda
97767,zip,94561; CA; San Francisco-Oakland-Hayward; Contra Costa County; Oakley
97766,zip,94560; CA; San Francisco-Oakland-Hayward; Alameda County; Newark
97765,zip,94559; CA; Napa; Napa County
97764,zip,94558; CA; Napa; Napa County
97762,zip,94556; CA; San Francisco-Oakland-Hayward; Contra Costa County; Moraga
97761,zip,94555
97760,zip,94553
97759,zip,94552; CA; San Francisco-Oakland-Hayward; Alameda County; Castro Valley
97758,zip,94551
97757,zip,94550
97756,zip,94549
97755,zip,94548; CA; San Francisco-Oakland-Hayward; Contra Costa County; Oakley
97754,zip,94547; CA; San Francisco-Oakland-Hayward; Contra Costa County; Hercules
97753,zip,94546
97752,zip,94545; CA; San Francisco-Oakland-Hayward; Alameda County; Hayward
97751,zip,94544
